airport,airport_name,airport_city,airport_state,latitude,longitude,flights_count,dep_delays,arr_delays,cancelled A,cancelled B,cancelled C,cancelled D,arr_delay_day,dep_delay_day,arr_delay_week,dep_delay_week,arr_delay_month,dep_delay_month,dep_delay_avg,arr_delay_avg,arr_delays_week,dep_delays_week,dep_delay_count,arr_delay_count
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,61.17432,-149.99619,26835,"""-5,-1,6,10,7,10,9,-2,-5,2,-4,-6,-4,-4,-4,-5,-3,-6,-2,-6,-5,0,1,-4,0,8,-1,-3,0,6,19,0,6,-6,0,21,0,3,0,-4,0,-1,-1,0,-2,5,-4,6,1,1,1,4,3,6,-4,3,4,0,-2,20,-2,1,0,6,20,10,7,5,7,1,10,2,14,12,2,-5,-2,-1,-3,13,-2,3,8,2,-3,1,6,-4,1,-5,-2,2,1,-5,-8,-4,-6,-2,-1,1,-4,-4,-5,0,0,-1,-2,-5,-2,0,6,-5,-3,-1,4,0,-4,-4,-5,5,-2,-2,-1,-3,-6,0,0,0,-5,-5,-5,-2,0,4,3,1,-5,-7,-2,12,4,1,0,1,-3,1,-1,0,-1,-2,0,5,-1,8,4,7,7,0,3,4,2,0,9,0,8,4,5,1,2,4,3,9,8,13,3,6,9,14,-1,0,0,7,5,1,1,2,2,6,4,2,-1,-1,-1,3,17,4,11,10,11,4,6,13,10,6,9,9,11,10,3,5,13,6,11,8,13,5,12,3,6,11,0,7,7,5,4,10,12,9,9,2,1,3,6,-2,-2,6,2,0,-2,2,1,1,1,34,1,4,7,-1,2,0,8,5,0,-2,-3,8,0,-4,3,-1,-1,-4,-2,-6,-2,-4,6,1,-1,19,-3,-1,1""","""-7,7,-3,13,4,4,5,-20,-13,-2,-5,-6,-9,-14,-21,-12,-20,-4,-8,-5,-3,-10,1,-8,-5,-10,-7,-10,-9,13,16,5,7,-8,-7,2,-12,-10,-13,-11,-7,-11,-11,-4,-4,1,-10,5,2,-1,4,8,-4,1,-5,0,3,0,5,7,3,4,-1,2,23,0,5,9,8,0,3,3,19,25,6,-4,-9,-4,-11,8,-3,9,8,1,-6,-6,-1,-10,-5,-3,-5,-1,-8,-6,-6,-3,-7,-5,-6,-6,-13,5,-10,7,4,-7,-1,-7,-7,-9,6,-10,-14,-11,1,-2,-13,-16,-4,1,-1,-1,-5,-3,1,12,9,-3,-13,-11,-10,-6,0,-4,-3,-6,-11,-6,-2,8,1,-6,2,-5,-7,0,2,5,-1,-5,-1,4,-1,-4,6,11,4,4,9,14,16,9,14,-1,9,9,1,0,7,3,2,3,2,6,5,6,11,6,-4,-5,6,9,9,12,-1,5,6,16,10,8,-9,-11,-5,3,-1,9,24,20,16,4,6,19,16,4,3,11,14,1,5,4,5,7,8,5,4,4,5,-1,7,1,2,9,11,6,4,25,13,21,15,7,16,11,12,-2,-4,6,-5,2,7,-4,3,6,-1,2,0,14,8,0,-2,6,16,2,-2,-3,-2,7,1,-8,-4,14,1,-3,-1,-10,-6,-3,1,10,4,3,1,-9,-7""",102,97,0,0,"""4.0,3.0,5.0,-5.0,-19.0,3.0,-9.0,1.0,-9.0,-1.0,-3.0,1.0,-6.0,-3.0,-1.0,12.0,16.0,9.0,0.0,9.0,4.0,1.0,4.0,4.0""","""3.0,7.0,8.0,125.0,2.0,-5.0,-5.0,-3.0,9.0,-2.0,-3.0,-3.0,6.0,6.0,3.0,2.0,9.0,1.0,10.0,1.0,14.0,13.0,26.0,0.0""","""2429,4960,5037,5340,7077,2224,3843""","""4761,7491,5214,6836,7008,7155,5762""","""-5.0,-3.0,3.0,-5.0,-2.0,5.0,7.0,6.0,1.0""","""0.0,1.0,4.0,-2.0,-1.0,5.0,6.0,5.0,2.0""",26.54712042,23.87449093,"""2.0,3.0,2.0,3.0,3.0,3.0,3.0""","""1.0,2.0,2.0,2.0,3.0,1.0,1.0""",3820,5402
SEA,Seattle-Tacoma International Airport,Seattle,WA,47.44898,-122.30931,180486,"""4,15,19,19,14,12,14,11,10,3,8,10,2,0,4,7,2,7,2,5,3,4,1,-2,-2,3,0,1,3,23,18,8,15,4,5,10,10,6,9,4,2,0,5,10,8,6,4,5,3,6,6,3,5,4,1,6,7,6,7,8,10,6,7,8,8,0,1,5,4,2,6,6,7,24,4,4,2,4,4,7,7,15,5,3,5,3,1,8,3,5,3,6,12,2,1,1,-1,1,12,3,-2,2,6,7,3,0,1,2,3,6,5,0,2,5,3,2,-1,2,-1,1,2,-1,4,4,1,3,2,3,0,5,7,1,3,6,4,1,3,5,4,6,6,7,1,-1,2,9,5,5,3,2,5,6,4,1,2,4,3,5,3,8,7,7,8,7,7,11,11,8,13,14,12,8,11,12,8,7,5,5,9,3,10,9,7,3,1,7,8,6,15,9,7,6,5,12,10,12,7,6,10,8,15,8,8,8,5,4,7,9,7,7,8,8,11,8,7,9,8,11,6,7,3,6,10,8,12,31,14,9,6,4,6,19,16,5,11,9,3,1,4,1,16,5,5,3,5,6,9,4,5,4,6,3,7,3,1,8,6,1,3,6,5,3,7,5,1,0,3,6,2,4,1,0,2""","""-1,14,21,24,14,15,10,6,5,-3,6,2,-5,-9,-2,0,-2,1,-4,-1,-2,-4,-1,-6,-11,-8,-13,-11,-9,13,14,6,15,5,1,6,-1,-3,-4,-2,-3,-7,-3,2,0,2,3,0,-3,5,6,4,2,-4,-1,5,6,-3,-2,9,11,5,2,1,-1,-3,-5,-4,-2,-5,1,0,0,23,-6,-8,-6,0,1,2,-2,16,2,3,-4,-5,-7,-2,2,-2,-1,2,5,-5,-5,-6,-5,-1,11,2,-7,-5,3,4,-3,-4,-3,-6,-6,2,-3,-7,0,3,-1,-4,-7,-5,-9,-5,-4,-7,-1,-1,-4,-5,-2,0,-1,1,1,-3,-2,0,-3,-3,-5,1,0,1,3,3,0,-6,-1,3,4,1,-1,-2,-3,6,2,-2,-2,2,-4,0,-1,5,4,4,9,4,6,7,8,8,11,12,10,6,10,8,4,3,3,-3,2,-1,5,6,6,-5,-11,-1,3,1,10,0,-2,-3,-3,4,5,4,3,2,13,1,8,8,0,4,3,1,7,6,4,1,7,7,6,2,4,5,10,13,4,6,0,1,0,-1,8,37,5,4,3,1,1,21,19,-2,10,2,-2,-4,-2,-4,12,2,3,2,1,-1,9,-2,-3,0,7,-1,4,-5,-8,2,-3,-7,-2,5,2,-1,5,-1,-5,-4,-2,4,-8,-6,-6,-6,-1""",469,260,21,0,"""26.0,51.0,106.0,23.0,-10.0,-9.0,-6.0,-3.0,-4.0,-8.0,-3.0,1.0,-1.0,0.0,2.0,3.0,2.0,1.0,2.0,0.0,-3.0,1.0,11.0,15.0""","""13.0,60.0,171.0,174.0,-4.0,-4.0,-2.0,-1.0,1.0,5.0,3.0,6.0,11.0,9.0,7.0,10.0,11.0,8.0,7.0,8.0,14.0,9.0,14.0,9.0""","""31018,16020,5808,40947,53122,7987,24023""","""91572,73961,69687,93806,105618,67872,87067""","""2.0,1.0,0.0,-2.0,-1.0,4.0,3.0,5.0,-1.0""","""7.0,6.0,6.0,3.0,4.0,7.0,8.0,9.0,4.0""",24.70168918,26.73140887,"""6.0,5.0,5.0,7.0,7.0,5.0,6.0""","""2.0,1.0,0.0,3.0,4.0,0.0,1.0""",33093,32771
LAX,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,317886,"""8,15,22,26,13,8,6,6,8,5,24,11,3,1,6,7,4,5,4,4,2,1,3,-1,3,1,-2,1,4,9,1,8,12,6,4,36,10,3,12,6,0,0,5,10,6,6,9,5,5,10,10,9,17,14,5,5,12,16,11,28,24,12,5,12,16,4,16,8,7,4,11,13,4,14,5,7,11,6,14,6,18,17,4,7,7,11,5,18,9,5,7,19,12,12,10,10,8,10,17,13,3,5,9,4,5,8,6,2,8,15,4,3,9,12,9,5,6,3,3,6,7,4,7,8,3,5,6,9,10,14,17,7,7,15,10,5,10,16,8,13,16,12,1,4,7,10,16,4,9,3,13,16,7,8,9,13,8,12,13,13,13,16,13,12,12,20,17,13,21,23,19,14,14,15,15,9,14,13,14,8,13,13,15,4,2,10,16,15,28,16,11,8,13,15,20,14,16,10,47,32,14,17,13,17,10,6,11,12,11,18,23,16,13,18,16,18,14,15,12,7,14,17,16,11,15,14,7,14,14,7,12,21,15,6,11,8,5,5,5,2,3,4,6,0,4,2,7,2,1,5,7,4,7,6,1,13,9,10,7,9,8,1,4,17,1,2,3,7,6,9,3,1,4""","""5,13,21,21,11,8,0,0,3,1,15,9,-3,-7,-3,-1,-6,2,2,2,-4,-9,-10,-9,-7,-4,-8,-2,-2,2,-9,1,9,5,-1,33,1,-8,6,5,-7,-13,-10,-4,-3,1,12,4,4,11,11,16,25,14,1,0,11,14,20,39,27,15,6,10,16,-1,16,-1,-2,-2,-1,3,-10,-3,-6,-4,6,-1,8,-2,22,18,-2,-1,-3,0,-4,17,3,2,5,19,13,8,10,9,8,8,21,13,-6,-3,0,-4,-2,5,0,-5,-1,10,-1,1,4,14,7,-3,-6,-12,-13,-6,-2,-8,2,1,-5,0,7,6,6,11,14,4,5,9,5,0,8,14,7,9,12,5,-3,-8,5,7,9,1,2,-4,6,8,-2,-1,4,8,3,10,14,11,10,13,13,7,8,18,15,8,17,20,9,9,7,10,8,8,10,8,14,1,7,11,9,-1,-7,6,16,9,30,14,10,3,10,18,18,12,11,7,51,34,13,17,11,16,6,0,9,6,4,14,28,17,8,14,12,14,10,13,10,-1,11,15,12,7,8,7,2,9,14,6,10,19,9,0,13,5,3,1,2,-3,-8,-4,-2,-7,0,2,5,-5,-7,-2,3,2,3,1,-6,7,5,6,9,8,7,-4,2,20,-6,-7,-5,-3,-8,3,-3,-2,1""",2326,1032,454,0,"""38.0,96.0,166.0,215.0,-10.0,-11.0,-8.0,-7.0,-5.0,-2.0,-1.0,-1.0,4.0,4.0,3.0,4.0,8.0,6.0,7.0,4.0,8.0,13.0,21.0,20.0""","""21.0,38.0,126.0,192.0,0.0,-4.0,-2.0,0.0,1.0,6.0,8.0,10.0,9.0,11.0,14.0,14.0,11.0,11.0,12.0,16.0,19.0,18.0,16.0,20.0""","""199978,94310,102048,184632,156323,42313,200197""","""279574,194773,202423,282630,266245,162190,284796""","""1.0,6.0,5.0,3.0,4.0,9.0,13.0,7.0,1.0""","""7.0,9.0,11.0,8.0,9.0,14.0,15.0,11.0,5.0""",30.27312454,32.38178782,"""11.0,8.0,8.0,11.0,11.0,8.0,12.0""","""8.0,4.0,4.0,7.0,6.0,2.0,8.0""",67277,67658
PBI,Palm Beach International Airport,West Palm Beach,FL,26.68316,-80.09559,35506,"""1,3,17,34,23,34,20,2,21,1,9,14,3,6,11,1,-5,25,0,4,1,3,2,22,4,15,1,0,2,11,3,-1,19,23,10,27,-2,9,6,16,21,2,15,11,15,15,21,52,31,12,9,16,27,10,12,8,25,15,17,34,18,15,10,45,26,16,5,12,11,6,9,9,12,27,2,14,16,6,23,25,7,16,0,10,32,43,15,3,16,6,5,12,6,20,0,1,3,8,18,27,12,6,5,13,7,12,4,1,5,54,6,6,4,2,6,-1,10,12,1,11,2,-3,2,2,2,14,2,6,6,6,21,7,0,10,2,2,10,30,18,0,8,-1,-4,-3,6,10,27,5,3,-1,42,35,30,9,6,21,6,-1,18,8,15,3,7,-2,2,25,15,4,28,5,7,8,6,29,11,11,16,18,24,10,11,12,14,11,-1,0,6,11,15,10,0,-1,-2,7,24,43,6,1,12,4,2,24,15,28,15,8,6,10,1,0,25,17,30,10,25,20,0,5,10,1,15,11,21,8,23,8,32,13,4,5,13,53,7,-3,8,3,9,35,19,9,-3,9,3,-2,7,7,33,8,-4,11,5,5,36,5,15,5,1,-1,11,5,3,1,1,7,-1,10,7,13,8,-2,0,-2,11""","""-6,-1,26,35,17,37,18,0,22,-5,-3,23,5,2,3,-6,-14,18,-12,-5,-7,0,2,23,-2,19,-15,-17,-8,4,-11,-9,38,14,10,26,-9,-13,-9,4,3,-2,15,16,10,14,21,61,22,5,1,20,24,8,0,7,25,17,14,32,10,21,10,45,27,6,-3,0,3,9,5,5,12,3,-17,3,3,0,23,10,-2,7,-9,4,32,46,16,-10,2,-4,-3,3,-3,14,-6,-6,-9,-3,9,27,6,1,0,-4,2,3,-2,-5,7,37,-1,-1,-6,-1,-3,-4,8,0,-2,5,0,-10,-8,-5,-5,3,-3,2,-7,11,4,-7,-9,-2,3,-9,5,19,9,2,9,-7,-13,-18,-4,5,9,-1,-7,-8,30,39,19,6,-1,-7,-8,-15,1,19,3,0,5,-10,6,32,12,0,33,1,4,3,-1,14,18,15,21,31,16,5,19,19,18,7,-10,-3,2,4,3,-6,-1,-2,-10,7,28,27,-9,-4,17,4,0,23,5,27,11,-11,-12,3,8,-9,31,16,40,1,31,22,-3,15,13,-6,-6,5,26,12,14,0,28,5,2,7,17,40,-2,-6,7,3,9,25,13,-1,-7,8,4,-7,9,5,20,-5,-10,1,3,5,52,3,25,10,-11,-3,10,11,3,1,-1,1,-4,-5,12,15,-4,-2,-5,-6,13""",95,452,84,0,"""35.0,95.0,153.0,206.0,276.0,-11.0,50.0,-7.0,-14.0,-8.0,-9.0,1.0,-2.0,3.0,7.0,0.0,5.0,4.0,3.0,12.0,15.0,10.0,10.0,12.0""","""285.0,342.0,0.0,0.0,0.0,-5.0,-3.0,-1.0,-2.0,2.0,4.0,3.0,12.0,10.0,15.0,24.0,10.0,19.0,20.0,16.0,34.0,62.0,137.0,194.0""","""19113,20215,14438,28468,19872,10796,9414""","""33323,32940,27655,37698,29059,23494,25808""","""5.0,12.0,9.0,2.0,0.0,9.0,6.0,10.0,5.0""","""9.0,16.0,15.0,9.0,7.0,13.0,10.0,13.0,7.0""",36.03125864,35.65430226,"""13.0,13.0,10.0,14.0,11.0,9.0,10.0""","""7.0,8.0,5.0,10.0,7.0,4.0,3.0""",7230,7252
SFO,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,237233,"""9,8,11,22,15,11,5,5,10,5,26,28,8,2,15,20,9,20,14,10,1,11,1,-1,5,2,-3,-1,3,22,3,6,12,2,20,22,63,12,45,12,-1,1,8,8,6,5,6,15,8,22,12,6,11,10,1,1,10,30,6,16,36,11,6,11,9,1,11,8,10,1,5,5,0,14,4,7,5,4,10,10,11,21,6,4,6,8,2,5,3,4,4,9,6,7,6,5,9,7,12,13,5,5,9,8,5,4,7,2,2,21,17,7,13,18,11,0,1,12,3,3,9,2,7,17,2,1,3,3,0,16,18,6,5,17,19,5,10,26,19,18,16,19,4,1,10,13,16,16,10,2,15,19,10,7,11,13,3,10,8,19,11,14,13,11,10,25,16,16,21,18,16,18,15,16,11,8,10,5,9,9,9,9,7,3,-1,6,14,12,39,25,23,3,5,13,23,10,8,8,22,14,12,10,11,24,12,5,10,8,5,7,19,12,6,14,12,22,13,9,10,6,11,13,15,8,15,16,8,9,13,10,12,25,15,1,8,6,5,3,4,2,9,2,3,-1,6,3,5,0,-1,1,5,3,8,3,1,22,12,3,17,13,4,1,2,6,-1,0,3,4,1,5,5,6,6""","""0,3,11,16,11,8,-3,2,5,0,25,35,-2,-10,9,26,2,25,15,10,-10,2,-14,-12,-10,-9,-11,-11,-1,20,-11,-2,11,6,26,20,99,6,72,12,-10,-14,-8,-3,-3,-2,2,19,3,24,10,4,11,0,-8,-4,5,35,6,18,39,12,0,3,-2,-10,2,2,8,0,-2,-6,-10,-3,-10,-2,-8,-8,1,6,11,23,1,-7,-8,0,-9,-6,-5,1,0,7,5,1,9,3,9,5,14,6,-6,-5,4,-3,-6,-4,-3,-10,-9,20,19,2,14,24,12,-9,-14,5,-11,-10,0,-7,-6,17,-2,-8,-6,-4,-3,14,22,1,-1,15,20,0,12,37,30,28,18,24,-2,-9,10,16,21,17,7,-3,11,20,4,2,2,1,-6,4,3,21,6,10,5,3,8,30,12,11,19,13,4,11,5,8,3,-1,1,-5,2,-1,1,2,1,-10,-11,-4,12,11,50,30,29,-4,1,13,31,4,1,1,20,7,3,12,10,23,2,-3,5,-2,-4,0,14,11,2,14,12,25,8,5,5,1,5,14,10,0,9,4,-2,2,12,11,9,25,8,-3,0,3,2,-3,-3,-8,6,-6,-5,-10,6,0,2,-10,-10,-7,2,-4,1,-8,-12,27,13,-2,8,17,-1,-7,-8,-5,-9,-10,-7,-5,-12,-5,0,5,4""",1680,1293,556,1,"""43.0,82.0,152.0,218.0,-9.0,-7.0,-12.0,-12.0,-7.0,-9.0,2.0,1.0,6.0,8.0,7.0,8.0,8.0,5.0,2.0,5.0,5.0,5.0,18.0,24.0""","""27.0,76.0,153.0,228.0,-2.0,-4.0,-2.0,-1.0,-1.0,4.0,5.0,12.0,12.0,14.0,17.0,15.0,13.0,15.0,16.0,14.0,13.0,16.0,6.0,17.0""","""162865,116237,56199,122957,133943,-18487,94773""","""220038,166279,147516,211273,221717,83164,181955""","""4.0,11.0,1.0,2.0,9.0,7.0,9.0,5.0,-1.0""","""10.0,12.0,8.0,8.0,11.0,13.0,12.0,10.0,5.0""",32.55160308,38.28474078,"""12.0,9.0,8.0,11.0,12.0,5.0,10.0""","""9.0,6.0,3.0,6.0,7.0,-2.0,5.0""",47284,44904
CLT,Charlotte Douglas International Airport,Charlotte,NC,35.21401,-80.94313,161208,"""3,3,15,23,8,16,6,10,10,4,9,16,4,2,6,3,0,2,3,-2,0,1,8,7,2,4,0,2,-1,3,0,5,22,4,1,7,-1,-1,0,4,2,-1,4,5,5,7,14,44,9,9,10,17,25,6,18,4,12,12,8,29,16,11,13,26,16,6,2,1,-2,5,7,6,8,5,4,3,3,5,13,4,2,7,0,2,8,7,6,1,3,2,2,5,4,6,1,3,5,9,15,13,10,8,8,5,12,4,4,5,8,43,3,3,3,6,6,1,3,3,1,3,2,1,2,1,0,4,4,4,6,10,9,3,5,0,3,3,4,16,12,4,5,1,1,1,2,7,16,7,2,7,11,21,14,3,3,2,1,7,10,5,12,5,10,17,14,18,11,18,31,20,13,13,10,22,15,15,23,22,14,4,13,11,7,6,3,10,5,11,23,12,8,7,3,23,20,15,3,3,47,16,5,10,7,10,10,7,5,6,10,9,17,7,26,9,10,8,7,23,7,10,5,16,29,12,4,4,34,17,8,11,55,38,7,7,11,5,0,1,5,0,1,3,1,0,2,3,15,4,-1,4,8,7,49,7,7,7,7,1,3,2,4,1,2,7,3,-1,2,8,1,2,5,2,8""","""-4,-1,16,23,6,14,7,6,4,-4,3,14,4,2,0,-3,-9,-5,-8,-9,-5,-3,4,6,-3,3,-4,-6,-6,-2,-6,0,16,-1,-3,4,-9,-7,-3,1,-1,-4,2,1,-2,6,14,41,7,1,3,7,16,5,18,3,23,9,-1,24,8,6,12,27,9,-2,-4,-5,-4,2,4,2,1,0,-5,-2,-3,0,8,1,-3,1,-7,0,5,6,-1,-7,-1,-2,-2,0,-2,-1,-6,-6,-1,5,11,7,2,-1,4,3,8,4,4,-1,7,34,-4,-5,-3,1,0,-2,1,-4,-6,-3,-4,-6,-2,-5,-6,0,-1,2,-1,6,1,-6,-3,-3,-2,-1,-2,11,7,-1,0,-5,-5,-6,-5,1,6,2,-2,0,5,12,11,3,-2,-2,-10,-4,2,3,3,0,4,-1,2,7,4,10,19,11,4,0,-1,7,11,7,6,12,5,-1,5,4,4,0,-5,2,-2,2,11,0,0,0,-6,9,10,11,-3,-6,28,8,-4,3,-4,2,1,-4,-7,-1,7,1,9,3,4,1,0,0,0,15,0,0,-7,7,21,7,-2,-3,15,3,2,3,40,26,0,-6,1,-4,-6,-4,-3,-7,-7,-5,-5,-7,-4,-4,9,-3,-10,-5,-1,4,29,5,2,-4,-5,-9,-4,-4,-5,-8,-8,2,0,-5,1,7,-1,-1,0,-1,4""",577,1342,330,0,"""28.0,93.0,163.0,207.0,256.0,-16.0,-4.0,-7.0,-4.0,-10.0,-2.0,-5.0,5.0,-3.0,1.0,2.0,-2.0,6.0,0.0,10.0,2.0,10.0,21.0,28.0""","""107.0,175.0,248.0,263.0,0.0,-4.0,-1.0,-2.0,8.0,0.0,14.0,1.0,10.0,7.0,4.0,20.0,5.0,11.0,11.0,19.0,12.0,84.0,8.0,80.0""","""33370,32662,35042,51121,21605,6243,9804""","""113030,99127,99569,119572,92584,87916,89133""","""1.0,5.0,2.0,2.0,-1.0,4.0,2.0,3.0,-1.0""","""5.0,9.0,7.0,7.0,5.0,13.0,11.0,12.0,6.0""",29.40310949,26.26245621,"""9.0,8.0,8.0,9.0,7.0,9.0,8.0""","""2.0,2.0,2.0,4.0,1.0,0.0,0.0""",30230,29403
MIA,Miami International Airport,Miami,FL,25.79325,-80.29056,111763,"""7,16,25,31,14,25,17,11,18,19,13,18,10,18,5,7,5,9,8,1,0,1,3,12,8,8,1,8,7,16,4,8,18,11,5,26,-1,3,4,7,5,1,7,9,8,13,10,23,13,7,11,16,23,11,8,12,16,11,24,19,15,9,3,18,23,9,10,14,4,5,11,7,13,15,6,8,11,9,14,9,7,13,2,7,13,23,16,11,12,4,6,7,7,10,2,-1,2,10,9,18,10,9,17,5,5,9,9,6,14,33,5,4,10,10,9,6,13,11,9,5,5,9,6,8,7,10,11,6,13,15,13,4,12,9,6,7,13,22,8,7,6,12,5,3,9,10,17,7,4,11,25,26,9,2,10,10,10,5,8,23,14,4,7,12,27,20,18,13,21,17,14,13,10,18,6,6,17,22,23,19,14,9,10,38,7,11,16,15,11,9,8,9,15,20,21,36,22,11,16,18,11,26,22,16,11,31,15,11,8,12,22,60,23,15,16,11,6,15,23,40,15,25,30,10,11,20,30,14,11,9,18,34,13,13,10,5,5,26,7,5,5,14,6,3,6,7,37,21,6,6,5,0,17,5,12,16,5,2,13,36,24,7,20,10,11,6,7,6,5,5,3,10,6""","""1,8,19,35,8,24,14,8,16,7,3,15,3,11,-1,-1,-5,3,-1,-4,-3,-3,3,9,5,12,-9,-1,-1,4,-4,-1,13,6,3,31,-7,-10,-4,0,-5,-1,8,8,6,6,13,28,16,-1,3,20,16,6,-4,4,18,23,26,19,7,5,0,30,19,9,5,6,2,4,14,4,6,7,-8,0,3,-3,11,2,2,3,-7,2,16,30,8,-4,-1,-7,-4,-3,-3,-4,-13,-11,-7,1,5,13,6,5,12,-1,-1,5,5,-2,5,31,2,-8,0,2,0,2,10,8,7,4,-1,0,-5,2,0,6,2,2,8,17,14,6,8,6,2,2,6,19,7,3,12,5,-4,-4,6,6,9,1,-1,2,20,21,11,-1,-3,6,-3,-2,4,17,16,2,4,3,13,11,9,20,18,11,13,4,10,11,4,4,9,19,13,8,9,4,9,7,-3,3,7,13,3,-3,-1,-4,-1,12,15,33,5,-2,13,4,-5,13,8,11,1,10,0,6,2,2,20,46,15,5,14,8,0,5,7,14,-1,11,25,1,5,6,27,8,-1,3,7,24,3,-3,-4,-2,0,16,4,-2,-1,8,0,-3,4,-1,19,0,-7,-2,2,-1,21,2,14,9,-5,2,11,26,9,-5,-3,0,2,2,7,6,2,0,3,4,3""",487,850,81,0,"""43.0,131.0,212.0,260.0,-1.0,-7.0,3.0,-2.0,-6.0,-4.0,0.0,1.0,3.0,6.0,4.0,1.0,10.0,7.0,6.0,15.0,6.0,30.0,1.0,26.0""","""136.0,235.0,269.0,196.0,489.0,-4.0,-2.0,3.0,8.0,1.0,14.0,9.0,6.0,7.0,12.0,17.0,18.0,21.0,10.0,12.0,19.0,15.0,71.0,84.0""","""55220,42469,45231,64557,60490,47764,40750""","""104940,82941,83834,99352,116078,109892,110165""","""6.0,8.0,6.0,2.0,5.0,9.0,7.0,6.0,4.0""","""11.0,11.0,11.0,9.0,10.0,14.0,17.0,16.0,11.0""",34.79670627,34.91839286,"""13.0,10.0,10.0,12.0,14.0,13.0,13.0""","""6.0,5.0,5.0,8.0,7.0,5.0,5.0""",23985,22400
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,44.88055,-93.21692,183294,"""6,9,16,26,24,19,10,37,18,17,6,9,3,2,3,7,2,1,5,3,4,5,1,10,5,5,-1,5,6,7,3,14,23,15,14,10,3,-1,6,5,11,3,9,7,12,12,18,17,11,5,10,11,14,12,10,8,15,7,9,16,19,24,10,12,9,3,1,1,2,2,1,0,3,5,2,0,-1,0,4,-1,13,15,6,15,9,6,6,6,2,3,16,3,2,-1,2,4,8,8,24,11,2,2,4,0,2,3,2,1,3,4,1,0,3,7,0,0,1,-1,0,1,7,-1,6,0,1,6,8,8,3,9,6,0,5,7,3,0,8,11,7,4,5,3,1,1,4,11,13,4,8,0,11,10,6,9,4,5,2,9,14,5,6,11,8,4,6,20,12,13,10,5,7,4,38,9,12,8,8,6,13,8,8,9,6,4,3,5,11,6,9,8,4,1,4,13,9,11,10,8,14,6,3,7,1,6,15,4,2,5,19,3,8,3,6,3,5,7,4,9,9,3,5,7,9,1,3,5,9,8,7,10,7,15,8,11,9,3,3,0,2,1,2,5,2,0,3,5,5,1,3,3,10,0,5,2,0,2,3,2,1,28,7,-1,5,2,0,4,6,3,-1,0,4,1,3""","""3,4,17,22,17,18,5,38,10,16,-3,1,-7,1,-3,2,-7,-7,-2,-4,-2,-3,-6,-5,-1,3,-8,-2,-5,0,-7,12,22,13,5,3,-8,-12,-3,-2,7,-3,-1,13,7,12,16,16,7,0,9,3,11,9,10,12,13,3,3,14,12,28,8,10,6,2,-2,-1,-6,-2,-5,-6,0,-1,-6,-4,-7,-4,1,-4,2,15,4,16,5,2,4,3,0,1,12,0,-1,1,-2,6,5,7,22,7,0,-4,-1,-5,2,-3,-1,-4,-2,3,-1,-4,-2,10,-2,-3,-3,1,-7,-3,-1,-6,-1,1,-1,2,5,1,0,8,2,-2,4,5,0,-2,8,15,0,-2,1,-3,-2,2,0,11,6,0,6,-6,3,8,0,9,-2,4,-2,6,11,5,4,11,6,5,5,12,10,10,11,5,8,1,45,6,7,8,10,4,10,9,5,9,2,-4,-3,0,8,1,3,3,1,-4,3,8,4,12,6,4,9,0,-1,5,-2,1,12,-1,-1,1,22,-1,6,2,0,2,4,4,3,9,7,-2,4,6,4,-2,1,2,5,5,2,9,7,8,3,2,7,2,-4,-3,-1,0,-6,-4,-3,-3,2,4,2,-7,3,-8,5,-3,5,-1,-6,-3,-3,-4,-6,30,7,-5,0,-5,-2,2,-3,1,-4,-7,-2,-4,-2""",592,652,169,0,"""41.0,96.0,220.0,72.0,11.0,-9.0,-1.0,-14.0,-4.0,-2.0,-3.0,1.0,-2.0,-3.0,3.0,4.0,-1.0,10.0,2.0,26.0,2.0,23.0,18.0,14.0""","""173.0,50.0,105.0,112.0,-5.0,-4.0,-2.0,1.0,4.0,1.0,4.0,2.0,20.0,3.0,5.0,7.0,16.0,6.0,28.0,4.0,32.0,11.0,32.0,111.0""","""77297,55454,44953,68163,46850,3424,36702""","""123213,96493,87884,119188,91861,48225,87106""","""3.0,6.0,3.0,1.0,2.0,8.0,4.0,2.0,0.0""","""9.0,10.0,6.0,4.0,5.0,10.0,7.0,6.0,4.0""",30.36746468,31.22494317,"""8.0,7.0,6.0,8.0,6.0,4.0,6.0""","""5.0,4.0,3.0,4.0,3.0,0.0,2.0""",28947,32995
