origin,dest,count,average_delay
ATL,PHF,82,29.29032258
ATL,GRB,26,40.57142857
ATL,ANC,102,34
ATL,BTV,88,46.91666667
ATL,FCA,25,15.8
ATL,SBN,4,0
BHM,ATL,2526,35.15707621
AVL,ATL,536,45.7109375
HSV,ATL,1452,32.78215223
HSV,DTW,2,0
MKE,MSP,1206,29.50643777
MKE,ATL,1818,37.67647059
MKE,DTW,723,32.00784314
MKE,MCO,4,2
MKE,LGA,22,28.4
ORF,ATL,2162,45.47368421
ORF,DTW,52,29.41666667
DAB,ATL,1238,31.18118467
PBI,ATL,2858,30.84684685
PBI,LGA,1258,49.58596491
PBI,DTW,286,36.9296875
PBI,JFK,149,58.97222222
PBI,BOS,6,15.33333333
CLE,ATL,1856,35.2019544
CLE,MSP,15,15.5
CLE,DTW,8,153
CLE,JFK,1,0
STL,ATL,2071,31.32432432
STL,SLC,230,20.31578947
STL,DTW,496,22.22043011
STL,MSP,950,27.37542662
STL,LGA,1,0
LIT,ATL,1589,36.59504132
CMH,ATL,2097,36.80421053
CMH,MSP,108,22.68
CMH,LAX,270,27.01086957
CMH,DTW,5,9
CVG,ATL,1797,28.42570281
CVG,TPA,260,33.03773585
CVG,RSW,130,20.41176471
CVG,SLC,428,25.55208333
CVG,SEA,120,17.23076923
CVG,FLL,233,25.02325581
CVG,LAX,446,21.73394495
CVG,MCO,478,22.5862069
CVG,SAN,3,0
CVG,SFO,195,20.6122449
CVG,BOS,229,37.37837838
CVG,LAS,189,25.89583333
CVG,MSP,48,15.91666667
CVG,LGA,40,85.33333333
CVG,PHX,56,40.65384615
CVG,DTW,89,22.70967742
CVG,STL,1,0
CVG,DFW,6,22.5
CVG,ORD,1,6
CVG,BDL,2,0
CVG,BNA,7,0
CVG,DCA,2,114
CVG,EWR,10,159
CVG,DEN,2,20
IND,ATL,2170,36.77673546
IND,MSP,750,37.40201005
IND,DTW,374,34.15748031
IND,LAX,268,29.18333333
IND,LGA,1,70
IND,SLC,86,79.92307692
CLT,ATL,3024,39.71212121
CLT,DTW,1036,25.03663004
CLT,MSP,675,35.10062893
CLT,SLC,264,20.33333333
CLT,LGA,1,0
IAH,ATL,1916,40.70479705
IAH,SLC,303,32.1686747
IAH,MSP,30,9.75
IAH,DTW,220,42.51428571
GSO,ATL,1484,36.66903915
GSO,DTW,5,0
SDF,ATL,2200,39.87663551
SDF,DTW,4,18
SDF,LGA,1,0
CHS,ATL,2600,30.05765408
CHS,JFK,335,65.80645161
SAT,ATL,1805,34.71634615
SAT,JFK,214,19.28571429
SAT,SLC,279,29.64285714
SAT,MSP,39,21
SAT,DTW,139,21.48780488
JAX,ATL,3245,34.82539683
JAX,MSP,16,37.28571429
JAX,LGA,2,22
JAX,DTW,169,26.59090909
SAV,ATL,2554,29.1348637
SAV,JFK,1,0
SAV,DTW,2,1
SJU,JFK,1297,40.74147727
SJU,ATL,1095,31.81372549
SJU,DTW,17,42.42857143
SJU,MSP,42,25.91666667
STT,ATL,533,32.02803738
STT,JFK,251,41.32894737
ABQ,ATL,644,45.96491228
ABQ,MSP,161,25.63636364
ABQ,SLC,162,17.23076923
MDW,ATL,1883,41.03828829
MDW,MSP,206,39.52307692
MDW,DTW,17,27.8
BZN,ATL,73,105
BZN,MSP,604,22.18378378
BZN,SLC,268,13.55
BZN,LGA,10,37
HNL,LAX,1050,46.12852665
HNL,SEA,492,23.75714286
HNL,JFK,10,18
HNL,ATL,271,41.5045045
HNL,SLC,263,12.6
HNL,SFO,148,9.972222222
DAL,ATL,1171,27.27364865
MSN,DTW,783,27.9953271
MSN,ATL,579,32.33898305
MSN,MSP,643,32.22477064
MSN,LGA,1,0
MSN,SLC,2,0
MSN,DFW,1,0
JAN,ATL,1566,39.07142857
SGF,ATL,272,30.22727273
GEG,MSP,638,38.875
GEG,SLC,585,45.21238938
PVD,ATL,740,36.105
PVD,DTW,411,28.625
BUF,ATL,1288,30.53358209
BUF,DTW,349,34.96268657
BUF,MSP,152,54.5
BUF,JFK,154,17.2745098
BUF,LGA,25,8.333333333
HOU,ATL,1347,34.42363112
ONT,SLC,142,17.875
ONT,ATL,3,24
TLH,ATL,1036,35.52197802
BOI,MSP,430,34.19587629
BOI,SLC,511,30.48
TUS,MSP,136,21.12820513
TUS,ATL,500,29.75892857
GPT,ATL,916,34.95319149
ICT,ATL,680,32.04081633
ICT,MSP,2,11
CAK,ATL,1109,40.69607843
CAK,DTW,8,6
JAC,MSP,123,22.83333333
JAC,ATL,88,17.61538462
JAC,SLC,488,35.82432432
JAC,JFK,2,149
IAD,ATL,1725,43.53075171
IAD,DTW,30,21.4
IAD,MSP,176,40.70967742
SRQ,ATL,1570,29.4505814
SRQ,DTW,62,38.68421053
SRQ,LGA,81,84.45
GRR,MSP,570,26.92356688
GRR,ATL,1054,49.7875
GRR,DTW,713,34.56462585
TRI,ATL,369,24.58536585
SYR,ATL,761,43.56666667
SYR,LGA,1,12
SYR,DTW,79,17.57142857
SYR,MSP,126,17.07407407
SYR,JFK,1,0
DAY,ATL,1067,36.94488189
DAY,DTW,6,2
DAY,MSP,2,14
FNT,ATL,755,36.22764228
FNT,MSP,1,0
EYW,ATL,844,38.62424242
EYW,LGA,1,40
ALB,ATL,655,33.68518519
ALB,DTW,155,37.5
ALB,MSP,119,37.16
HDN,ATL,82,31.95833333
EGE,ATL,88,47.34782609
EGE,MSP,1,52
MSO,SLC,123,13
MSO,MSP,390,27.93442623
MSO,ATL,15,24.75
MTJ,ATL,23,67.25
VPS,ATL,1497,50.2862069
ELP,ATL,550,28.34193548
OGG,LAX,534,47.20118343
OGG,SEA,269,42.25827815
ECP,ATL,1576,47.49854227
TYS,ATL,701,37.53424658
AVP,ATL,67,16.61538462
KOA,LAX,271,50.49152542
LIH,LAX,272,66.72131148
FAR,MSP,559,30.35897436
FAR,SLC,1,0
BIS,MSP,221,13.13513514
FSD,MSP,180,20
FSD,ATL,100,37.6
BIL,MSP,541,20.22222222
BIL,SLC,287,46.21212121
GNV,ATL,184,26.9245283
OAK,SLC,744,25.52459016
OAK,ATL,2,30.5
LFT,ATL,279,40.69333333
CAE,ATL,841,41.17808219
MHT,ATL,268,32.07407407
MHT,DTW,84,24.83333333
MHT,LGA,1,9
PWM,ATL,543,65.1682243
PWM,DTW,38,56.66666667
PWM,LGA,26,19.66666667
LEX,ATL,745,29.23776224
LEX,DTW,6,33
ROA,ATL,322,46.16438356
FAY,ATL,365,41.59090909
DLH,MSP,180,25.09836066
MYR,ATL,726,36.00763359
MYR,DTW,1,0
CHO,ATL,259,35.95
AGS,ATL,597,31.58201058
PSP,MSP,141,41.35714286
STX,ATL,32,16.88888889
GRB,MSP,181,26.68571429
GRB,DTW,306,31.77333333
GRB,ATL,26,50
XNA,ATL,430,31.33009709
XNA,MSP,3,0
DSM,ATL,767,42.05347594
DSM,MSP,22,24.70588235
DSM,DTW,2,0
EVV,ATL,266,48.85185185
EVV,DTW,27,4
ABE,ATL,256,24.73170732
CRW,ATL,266,41.19402985
CHA,ATL,622,22.55621302
ILM,ATL,288,39.38666667
SHV,ATL,218,35.29113924
BTR,ATL,274,28.26666667
PSC,SLC,249,23.02
PSC,MSP,54,12.125
PHF,ATL,81,52.5
MOT,MSP,4,2
TVC,DTW,342,14.85714286
TVC,MSP,49,20.60869565
FAI,MSP,123,23.94117647
FAI,SEA,107,43.09090909
JNU,SEA,109,15.05128205
BGR,DTW,178,22.77777778
LAN,DTW,4,0
FCA,SLC,88,9.785714286
FCA,MSP,179,19.78846154
FCA,ATL,24,60.6
BTV,ATL,89,9.5
RAP,MSP,120,21.71428571
RAP,SLC,1,0
SBN,MSP,2,11
SBN,DTW,5,8.5
SBN,ATL,4,2
LAS,MSP,388,42.92753623
LAS,MCI,270,49.74390244
LAS,DFW,688,37.68555241
LAS,IAH,395,43.69950739
LAS,DEN,538,45.18779343
LAS,DTW,813,36.88705234
LAS,ORD,697,45.16403785
LAS,OAK,533,46.3153527
LAS,PHL,260,55.4
LAS,SAN,539,35.12941176
LAS,LAX,539,43.63722397
LAS,PDX,267,42.93137255
LAS,FLL,289,41.92222222
LAS,BWI,268,26.4962963
LAS,CLE,212,56.20833333
LAS,BOS,166,46.04938272
LAS,LBE,160,49.36986301
LAS,ATL,143,47.9125
MSP,FLL,102,36.66666667
MSP,ORD,671,48.65879828
MSP,MCO,104,47.24444444
MSP,PHX,105,41.02040816
MSP,RSW,104,55.63829787
MSP,LAS,390,41.68067227
MSP,TPA,105,39.78571429
MSP,LAX,265,30.9084507
MSP,DFW,265,55.35675676
MSP,DTW,167,45.06363636
MSP,DEN,152,48.52631579
MSP,BWI,160,60.68674699
MSP,IAH,161,46.26612903
PHX,ORD,102,38.31372549
PHX,DFW,264,33.47142857
PHX,DEN,263,31.58677686
PHX,MSP,102,49.66037736
PBG,FLL,174,39.08641975
PBG,MYR,50,37.75862069
IAG,FLL,144,38.14814815
IAG,MYR,110,30.31746032
BOS,MYR,263,30.04494382
BOS,RSW,139,38.73134328
BOS,PBI,101,31.95833333
BOS,FLL,262,50.48529412
BOS,ACY,181,45.69565217
BOS,DFW,166,44.40659341
BOS,CLE,165,30.25490196
BOS,ORD,167,44.69863014
BOS,LAS,162,46.2688172
BOS,DTW,162,54.70909091
BOS,ATL,21,42.54545455
ORD,FLL,686,50.97777778
ORD,LGA,503,36.88808664
ORD,TPA,199,71.89361702
ORD,LAX,533,45.84640523
ORD,MSY,266,49.63758389
ORD,RSW,276,53.32926829
ORD,MSP,675,39.64224138
ORD,DFW,521,53.55988024
ORD,LAS,704,40.92420538
ORD,MCO,270,41.33333333
ORD,ATL,326,45.70833333
ORD,DEN,485,61.18209877
ORD,MCI,125,52.71428571
ORD,OAK,268,41.12389381
ORD,IAH,427,56.74736842
ORD,BWI,428,58.45136187
ORD,PHX,102,49.85185185
ORD,MYR,228,34.49333333
ORD,ACY,147,43.73809524
ORD,SAN,165,35.21052632
ORD,BOS,163,50.57258065
ORD,PDX,154,47.05825243
ORD,PHL,163,55.3877551
ORD,LBE,138,41.20895522
OAK,LAS,532,32.35483871
OAK,ORD,270,27.725
OAK,DFW,267,44.78947368
OAK,IAH,163,53.26495726
DFW,OAK,269,28.58
DFW,FLL,571,30.62068966
DFW,ORD,531,39.66883117
DFW,MSP,270,46.52795031
DFW,LAX,432,38.71748879
DFW,ATL,390,34.15789474
DFW,LGA,263,35.06837607
DFW,TPA,208,53.72463768
DFW,SAN,271,40.82653061
DFW,RSW,105,39.31914894
DFW,LAS,697,37.90740741
DFW,MSY,266,28.17054264
DFW,BWI,273,44.36774194
DFW,PHL,266,57.93382353
DFW,MCO,396,34.67195767
DFW,DEN,413,35.03278689
DFW,MCI,216,35.56
DFW,DTW,271,44.61111111
DFW,PHX,264,32.90728477
DFW,CLE,233,55.71774194
DFW,MYR,61,19.80952381
DFW,BOS,168,32.35555556
DFW,PDX,145,33.58333333
ACY,RSW,371,36.0591716
ACY,MYR,269,38.76923077
ACY,FLL,645,29.09917355
ACY,MCO,664,36.8245614
ACY,PBI,103,20.73076923
ACY,TPA,268,35.51785714
ACY,BOS,180,49.85470085
ACY,ATL,166,48.15
ACY,DTW,145,63.7654321
ACY,ORD,141,51.05952381
DTW,LGA,515,40.19855596
DTW,ATL,271,50.9742268
DTW,FLL,582,41.4
DTW,LAS,815,45.42045455
DTW,IAH,264,38.39705882
DTW,DFW,268,62.32026144
DTW,MCO,468,30.84978541
DTW,RSW,420,44.11792453
DTW,TPA,419,53.1010101
DTW,MCI,271,46.81746032
DTW,MSY,268,54.39534884
DTW,DEN,260,33.13178295
DTW,LAX,267,39.61643836
DTW,MYR,226,30.06
DTW,BOS,167,36.62162162
DTW,ACY,145,45.96296296
DTW,MSP,166,50.54471545
RSW,DTW,423,36.48497854
RSW,ACY,372,37.06451613
RSW,DFW,105,58.78333333
RSW,BOS,141,37.36904762
RSW,ORD,276,45.31818182
RSW,MSP,104,33.5
RSW,LBE,43,38.81818182
RSW,CLE,64,30.22727273
RSW,ATL,21,33.90909091
LAX,LAS,542,42.54748603
LAX,MSP,268,50.22900763
LAX,ORD,535,59.67663043
LAX,IAH,411,48.28571429
LAX,DFW,429,49.05017921
LAX,FLL,268,42.57324841
LAX,DTW,267,51.33333333
LAX,DEN,166,37.46666667
LAX,CLE,163,49.38271605
LAX,MCI,81,29.42622951
LAX,BWI,80,39.36538462
LAX,ATL,42,59.15384615
PDX,SAN,5,0
PDX,LAS,266,36.68531469
PDX,DFW,142,37.8
PDX,ORD,155,43.84545455
IAH,ORD,431,52.71969697
IAH,LAS,396,46.6763285
IAH,MCO,278,41.96491228
IAH,MCI,215,45.112
IAH,DEN,267,54.23295455
IAH,ATL,293,47.07407407
IAH,FLL,275,45.20915033
IAH,LAX,415,57.90671642
IAH,MSY,265,54.07222222
IAH,DTW,262,55.83490566
IAH,SAN,262,32.36607143
IAH,TPA,167,46.08235294
IAH,BWI,184,38.50892857
IAH,OAK,164,45.22580645
IAH,MSP,166,47.27160494
BWI,ORD,428,42.76785714
BWI,FLL,533,42.18823529
BWI,LAS,269,51.63492063
BWI,DFW,270,40.768
BWI,MYR,190,33.67326733
BWI,IAH,178,46.98979592
BWI,MSP,165,46.42708333
BWI,ATL,104,37.45
BWI,LAX,82,44.4
LGA,FLL,1052,44.31789474
LGA,ORD,501,47.74662162
LGA,DTW,528,37.65789474
LGA,MYR,503,40.43934426
LGA,DFW,261,49.75
MCI,IAH,215,42.90833333
MCI,DTW,272,47.97058824
MCI,ORD,124,41.11267606
MCI,DFW,218,43.03731343
MCI,LAS,267,46.76153846
MCI,LAX,83,39.25396825
ATL,FLL,797,41.33580247
ATL,ORD,330,44.90416667
ATL,DFW,389,45.90206186
ATL,DTW,270,54.19895288
ATL,IAH,293,46.41726619
ATL,ACY,166,41.08139535
ATL,MCO,188,34.69135802
ATL,CLE,142,33.66666667
ATL,LAS,145,66.16923077
ATL,BWI,104,28.20930233
ATL,TPA,102,54.25641026
ATL,PHL,105,73.9
ATL,LAX,42,23.1875
ATL,RSW,21,37.58333333
ATL,BOS,21,41.4
LBE,RSW,44,18.08333333
LBE,FLL,219,29.71428571
LBE,MCO,259,52.32592593
LBE,TPA,59,50.875
LBE,MYR,187,46.40816327
LBE,LAS,162,52.7254902
LBE,ORD,135,50.70666667
FLL,MCO,546,28.53947368
FLL,BOS,266,31.88333333
FLL,BWI,532,34.76
FLL,LGA,1051,41.025
FLL,DFW,580,23.6754717
FLL,DTW,588,39.06306306
FLL,ORD,692,44.18734177
FLL,ATL,799,42.68041237
FLL,ACY,643,35.58709677
FLL,MSY,271,27.69736842
FLL,SJU,283,36.50458716
FLL,STT,255,37.03703704
FLL,LBE,219,28.24193548
FLL,IAH,276,32.52727273
FLL,LAS,293,25.05714286
FLL,MYR,311,22.8
FLL,DEN,267,28.92857143
FLL,TPA,266,58.3452381
FLL,LAX,271,39.98051948
FLL,MSP,103,34.94736842
FLL,PBG,175,29.66981132
FLL,IAG,145,27.1011236
FLL,BQN,136,35.11392405
FLL,CLE,236,36.3828125
TPA,DTW,418,44.07655502
TPA,FLL,267,36.10169492
TPA,ORD,197,62.09345794
TPA,ACY,271,36.71621622
TPA,DFW,207,43.23157895
TPA,MSP,104,44.32653061
TPA,LBE,59,62.6
TPA,CLE,48,68.54545455
TPA,IAH,164,57.85714286
TPA,ATL,102,57.31182796
SAN,IAH,264,26.05797101
SAN,LAS,538,30.71356784
SAN,DFW,268,32.45384615
SAN,PDX,4,31
SAN,DEN,212,38.48387097
SAN,ORD,163,48.30693069
MYR,FLL,314,37.34328358
MYR,LGA,515,35.46715328
MYR,ACY,264,50.41818182
MYR,BOS,260,27.8630137
MYR,LBE,187,37.8030303
MYR,ORD,222,39.57142857
MYR,DTW,227,28.47368421
MYR,IAG,110,40.04545455
MYR,BWI,187,50.05263158
MYR,PHL,177,60.10416667
MYR,CRW,64,29.64
MYR,PBG,51,35.25
MYR,DFW,61,30.34285714
MYR,CLE,161,35.63333333
MCO,FLL,542,35.85781991
MCO,ACY,667,34.1638796
MCO,IAH,278,55.68493151
MCO,DTW,466,47.13414634
MCO,MSP,104,28
MCO,LBE,261,44.61038961
MCO,ORD,266,64.55757576
MCO,SJU,162,28.57954545
MCO,DFW,395,42.66451613
MCO,CLE,213,30.95604396
MCO,ATL,187,32.43518519
MSY,IAH,272,31.73148148
MSY,DTW,267,42.60621762
MSY,DFW,265,31.28813559
MSY,ORD,266,56.46078431
MSY,FLL,261,54.9375
DEN,LAS,537,44.83490566
DEN,PHX,264,30.38686131
DEN,ORD,487,44.68582375
DEN,IAH,268,42.59259259
DEN,DTW,257,52.53012048
DEN,DFW,410,48.52380952
DEN,FLL,266,28.77192982
DEN,SAN,212,29.67647059
DEN,LAX,166,60.78481013
DEN,MSP,152,45.88636364
PBI,BOS,102,24.125
PBI,ACY,103,34.15909091
SJU,MCO,162,41.64285714
SJU,FLL,281,31.24468085
STT,FLL,252,42.46315789
PHL,LAS,262,53.5398773
PHL,DFW,260,62.54482759
PHL,MYR,178,62.72043011
PHL,ORD,162,29.62121212
PHL,ATL,104,35.67647059
BQN,FLL,135,30
CLE,TPA,48,37.27777778
CLE,RSW,64,28.31034483
CLE,FLL,233,32.85416667
CLE,DFW,234,31.54455446
CLE,MCO,212,45.59047619
CLE,LAS,212,47.80952381
CLE,MYR,161,38.2972973
CLE,LAX,167,64.82857143
CLE,BOS,164,60.7375
CLE,ATL,142,30.95555556
CRW,MYR,64,25.53125
SFO,IAH,2476,29.5650768
SFO,DEN,2268,30.60520607
SFO,ORD,3525,32.46307798
SFO,LAX,3010,32.34695244
SFO,EWR,3234,31.92441355
SFO,IAD,2157,32.02279202
SFO,HNL,1166,39.60679612
SFO,SEA,2167,31.26474279
SFO,PDX,1188,33.24578313
SFO,JFK,1732,53.30418251
SFO,LIH,370,34.80508475
SFO,PHX,666,36.25233645
SFO,OGG,845,31.08759124
SFO,MCO,641,30.51578947
SFO,KOA,563,28.11659193
SFO,DFW,358,42.23188406
SFO,LAS,2164,34.81346424
SFO,STL,119,46.18644068
SFO,MSP,156,28.75641026
SFO,ATL,429,20.91919192
SFO,AUS,726,34.40983607
SFO,SAN,1474,31.40563991
SFO,BOS,1731,36.24120603
SFO,PHL,513,30.06153846
SFO,CLE,368,39.81021898
SFO,SNA,599,34.63186813
SFO,DCA,269,36.81481481
SFO,FLL,231,34.44444444
SFO,IND,251,43.50666667
SFO,ANC,145,32.1641791
SFO,RDU,420,33.9787234
SFO,BWI,233,24.30555556
SFO,PIT,211,22.77941176
SFO,MSY,159,40.11764706
SFO,PSP,117,20.56
SFO,SLC,109,37.26666667
SFO,OMA,1,0
SFO,SAT,39,49.5
SFO,OKC,1,0
SFO,RNO,136,43.41666667
SFO,MSN,2,34.5
LAX,IAH,2985,30.71736111
LAX,DEN,2052,29.36363636
LAX,ORD,2961,37.23202912
LAX,EWR,2953,37.70341463
LAX,SFO,2825,34.37360754
LAX,HNL,1317,33.21418637
LAX,IAD,1778,34.2
LAX,JFK,1499,50.64084507
LAX,BWI,239,35.20652174
LAX,KOA,438,33.79213483
LAX,OGG,656,38.04659498
LAX,LIH,284,49.29113924
LAX,MCO,339,36.10679612
LAX,MSY,234,39.44444444
LAX,CLE,465,32.34027778
LAX,LAS,816,38.53667954
LAX,SAT,21,32
LAX,ITO,212,36.98913043
LAX,BOS,356,25.23275862
LAX,SEA,87,38.03571429
LAX,DFW,8,27.66666667
LAX,PHX,12,65.66666667
LAX,AUS,8,30.33333333
LAX,MSN,1,2
SJU,EWR,605,35.01916933
SJU,IAH,400,35.75714286
SJU,ORD,280,37.45614035
SJU,IAD,118,31.27906977
SJU,CLE,37,42.29411765
BQN,EWR,227,65.41935484
ORD,IAH,2854,40.62949102
ORD,DEN,2597,41.89776119
ORD,MCO,1614,38.62807525
ORD,EWR,2584,51.2660793
ORD,SFO,3527,40.09409702
ORD,LAX,2717,39.37285812
ORD,FLL,477,35.2761194
ORD,LGA,3189,54.0845481
ORD,LAS,1255,37.32432432
ORD,SAN,928,41.18266979
ORD,PHL,1181,45.15322581
ORD,SJU,280,35.55913978
ORD,SNA,724,37.12264151
ORD,PHX,799,40.11813187
ORD,PDX,923,39.3744186
ORD,RSW,426,33.08461538
ORD,SRQ,233,38.8
ORD,IAD,1358,42.52611219
ORD,CLE,1248,48.59960938
ORD,TPA,817,43.71428571
ORD,JAC,338,50.72955975
ORD,DFW,516,44.36407767
ORD,BZN,193,30.01204819
ORD,SEA,1094,38.18360071
ORD,SMF,419,43.19642857
ORD,BOS,1712,42.96107056
ORD,HNL,268,49.07303371
ORD,OGG,94,37.30188679
ORD,BUF,457,46.98369565
ORD,PIT,777,36.95886076
ORD,CLT,148,48.39473684
ORD,ALB,530,47.8957529
ORD,BWI,849,45.43603133
ORD,DTW,346,52.2987013
ORD,CMH,473,40.29220779
ORD,DCA,1573,50.49248748
ORD,ANC,280,34.80512821
ORD,MIA,336,43.4676259
ORD,RIC,243,49.03937008
ORD,BDL,354,49.43820225
ORD,STT,36,36.13333333
ORD,MTJ,12,29.2
ORD,MSY,679,43.81184669
ORD,DSM,280,52.37096774
ORD,MSP,1320,43.61049285
ORD,ATL,227,35.5125
ORD,MDT,446,46.47668394
ORD,RDU,296,46.21341463
ORD,ROC,311,37.39552239
ORD,OMA,618,41.99626866
ORD,MCI,418,38.2361809
ORD,AUS,477,42.03888889
ORD,PSP,88,33.97058824
ORD,GRR,246,47.4537037
ORD,SAT,163,44.98958333
ORD,MSN,234,40.56043956
ORD,SLC,315,31.86885246
ORD,IND,232,36.81818182
ORD,PBI,5,20
ORD,JAX,31,58
ORD,SDF,5,9
ORD,OKC,28,31.9
ORD,ICT,31,71.625
ORD,STL,56,58.28571429
ORD,FAI,72,53.66037736
ORD,PVD,107,50.06
ORD,BNA,103,46.84615385
ORD,ORF,43,25.69565217
ORD,BTV,44,79.6
ORD,TUL,1,0
ORD,ABQ,7,179.5
ORD,CHS,1,3
PHL,IAH,825,42.24074074
PHL,ORD,1172,45.00675676
PHL,DEN,449,39.68939394
PHL,SFO,501,46.16666667
PHL,LAX,1,46
PDX,DEN,943,33.90661479
PDX,EWR,271,46.3125
PDX,IAH,623,22.15929204
PDX,ORD,931,33.26666667
PDX,SFO,1177,41.30769231
PDX,IAD,182,27.2
SEA,DEN,1062,29.99751244
SEA,IAH,1504,30.6487524
SEA,EWR,716,37.51941748
SEA,IAD,699,33.88265306
SEA,ORD,1108,33.29452055
SEA,SFO,2132,43.05562743
SEA,LAX,92,39.525
SEA,PHX,4,136
IAD,IAH,1061,37.22621564
IAD,ORD,1218,45.00419287
IAD,SFO,2244,40.60714286
IAD,DEN,1756,41.13947368
IAD,TPA,788,37.2345679
IAD,SAN,709,37.41836735
IAD,SEA,656,40.24
IAD,SJU,119,29.33333333
IAD,LAS,483,46.98529412
IAD,MCO,1044,37.13615023
IAD,LAX,1860,37.69489415
IAD,STT,126,57.5
IAD,HNL,144,46.12857143
IAD,SMF,177,49.80645161
IAD,BOS,853,43.52083333
IAD,PDX,183,44.52325581
IAD,PHX,267,44.03389831
IAD,JAC,6,8.6
IAD,HDN,11,15
IAD,EWR,4,79
IAD,MSY,142,34.96666667
IAD,RDU,322,41.40410959
IAD,IND,9,11
IAD,AUS,100,38.86956522
IAD,SDF,1,0
IAD,BDL,76,67.5
IAD,DFW,136,41.16901408
IAD,ATL,36,68
IAD,SAT,1,0
IAD,MSN,1,0
IAD,CLE,1,0
IAD,MCI,1,0
SMF,DEN,687,34.89029536
SMF,IAH,527,24.20982143
SMF,IAD,175,19.40425532
SMF,ORD,414,27.2027027
GEG,DEN,503,38.28169014
DCA,IAH,1679,38.65251572
DCA,SFO,271,37.78571429
DCA,DEN,264,40.06870229
DCA,ORD,1564,49.9348199
DCA,BTR,1,58
DCA,EWR,3,80
CLE,IAH,488,23.38582677
CLE,EWR,878,49.88271605
CLE,RSW,96,20.56
CLE,SFO,369,44.72277228
CLE,MCO,393,21.80263158
CLE,TPA,101,24.47058824
CLE,ORD,1537,42.42156863
CLE,DEN,630,34.63350785
CLE,LAX,459,27.55851064
CLE,LAS,352,30.04109589
CLE,FLL,121,24.51612903
CLE,SJU,37,18.77777778
CLE,IAD,1,0
BOS,EWR,2235,43.452
BOS,ORD,1703,38.89973262
BOS,LAX,349,32.56441718
BOS,IAH,1349,36.01821494
BOS,DEN,848,34.93298969
BOS,SFO,1710,36.83104396
BOS,IAD,848,37.19003115
BOS,PHX,2,17
BOS,CLE,1,0
MCO,LAX,346,41.6626506
MCO,EWR,2424,40.8871734
MCO,IAH,1797,45.94952251
MCO,SFO,644,38.4009901
MCO,CLE,395,41.35353535
MCO,ORD,1623,39.89133858
MCO,DEN,756,39.54736842
MCO,IAD,1040,40.5161987
TPA,EWR,1380,37.03018868
TPA,ORD,816,35.16546763
TPA,DEN,377,24.56190476
TPA,CLE,101,16.61904762
TPA,IAD,791,38.91605839
TPA,IAH,1219,32.62197802
MSP,DEN,923,37.1023622
MSP,SFO,85,57.05
MSP,ORD,1361,43.56396396
MSP,IAH,76,63.28571429
MSP,EWR,182,57.32835821
PBI,IAH,136,33.81481481
PBI,EWR,1509,40.33661741
PBI,ORD,5,0
PHX,IAH,1111,31.55
PHX,SFO,493,42.88549618
PHX,ORD,795,38.04643963
PHX,DEN,990,30.87164179
PHX,IAD,273,15
PHX,EWR,620,31.71641791
PHX,LAX,16,32.5
PHX,BOS,2,11
PHX,SEA,4,72.66666667
RSW,IAH,399,24.54716981
RSW,EWR,822,29.96715328
RSW,ORD,427,31.01219512
RSW,CLE,96,15.90909091
RSW,DEN,96,27.09090909
EWR,MCO,2432,40.25258799
EWR,SFO,3240,41.03541186
EWR,FLL,1692,38.27669903
EWR,IAH,2628,40.64716007
EWR,MIA,1074,39.42231947
EWR,LAX,2950,38.61532567
EWR,TPA,1395,43.33213645
EWR,DEN,1588,35.22324159
EWR,PBI,1512,42.01182432
EWR,SEA,699,43.69314079
EWR,SJU,612,36.43072289
EWR,CLE,1089,47.57253886
EWR,LAS,1416,46.07922912
EWR,ATL,1264,43.57208238
EWR,BOS,2206,40.05779154
EWR,ORD,2373,46.60946746
EWR,SAN,803,36.36065574
EWR,RSW,829,38.12063492
EWR,SNA,569,27.54098361
EWR,JAC,25,19.88888889
EWR,HNL,266,47.04807692
EWR,STT,201,32.02985075
EWR,EGE,93,22.64285714
EWR,AUS,459,49.02580645
EWR,PHX,615,42.2112069
EWR,MSY,521,49.94610778
EWR,PDX,262,48.44604317
EWR,SAT,189,58.14705882
EWR,BQN,225,45.46456693
EWR,DFW,603,51.23076923
EWR,HDN,13,19.625
EWR,BZN,43,50.48
EWR,MTJ,18,48.125
EWR,MSP,165,60.6835443
EWR,OMA,7,17.5
EWR,IAD,2,0
EWR,DCA,3,64.5
EWR,SRQ,83,25.37209302
EWR,IND,3,0
EWR,DTW,7,127.3333333
EWR,CHS,1,0
EWR,SDF,4,25
EWR,STL,5,0
EWR,RDU,112,66.78947368
EWR,JAX,4,28.5
EWR,BNA,3,5
EWR,ANC,7,42.33333333
EWR,CMH,1,0
EWR,GRR,1,0
EWR,MSN,4,8
EWR,PHL,2,18
OMA,ORD,467,48.06198347
OMA,DEN,461,36.93197279
OMA,IAH,21,44
OMA,EWR,5,7
OMA,SFO,1,0
RNO,DEN,515,28.23300971
RNO,IAH,25,18
RNO,SFO,136,51.8
PIT,IAH,541,32.38823529
PIT,DEN,467,37.19852941
PIT,ORD,648,42.13242009
PIT,SFO,209,22.64285714
DEN,IAH,2998,33.60431655
DEN,EWR,1559,34.56338028
DEN,MCO,777,28.86129032
DEN,SFO,2530,36.09072978
DEN,ORD,2562,39.99361314
DEN,LAX,1956,32.83557692
DEN,RSW,94,30.97058824
DEN,PHX,865,33.19602273
