origin,dest,count,average_delay
MSP,MSO,6,38
MSP,IDA,19,23.08333333
MSP,SAT,8,3.5
MSP,SLC,1,0
PLN,DTW,611,43.7902439
PDX,ONT,595,18.875
PDX,BUR,767,23.38547486
PDX,SEA,1181,29.74829932
PDX,TUS,155,37.62745098
PDX,SLC,287,39.1627907
PDX,SFO,699,36.35211268
PDX,SBA,271,22.35064935
PDX,DEN,134,44.1627907
PDX,LAX,19,28.88888889
PDX,FAT,39,105.5
PDX,BZN,114,14.8
PDX,STL,91,9.75
CIU,DTW,481,32.31304348
MSN,ORD,452,32.87564767
MSN,DEN,135,40.95918367
MSN,MSP,220,35.01818182
MSN,SLC,160,21.23809524
MSN,DTW,179,30.85915493
MSN,CVG,30,19
MSN,CID,1,7
MSN,BOS,1,11
GTF,DEN,638,31.91005291
GTF,SLC,726,25.33333333
GTF,MSP,255,14.74626866
BNA,CVG,220,27.41304348
BNA,SLC,271,39.85526316
BNA,MSP,764,36.6967509
BNA,DTW,74,38.37837838
BNA,ORD,513,43.82627119
BNA,DEN,243,46.84615385
BNA,IAH,225,32.71428571
SNA,SFO,1301,37.52372583
SNA,DEN,31,33.42857143
SNA,SLC,728,23.6627907
PHX,LAX,1769,31.6889715
PHX,YUM,1522,23.20751342
PHX,PSP,1400,24.15857605
PHX,FLG,1313,27.00193798
PHX,SLC,824,30.60251046
PHX,GJT,795,23.73040752
PHX,ABQ,506,17.88571429
PHX,TUS,966,20.84367246
PHX,DRO,540,21.7615894
PHX,ELP,195,15.48484848
PHX,SFO,557,42.88613861
PHX,SEA,939,25.98823529
PHX,BFL,699,26.44
PHX,SBA,885,24.01980198
PHX,MCI,23,15.45454545
PHX,MRY,481,21.14691943
PHX,FAT,409,21.24848485
PHX,SBP,696,22.49425287
PHX,DEN,78,32.47058824
PHX,MTJ,27,20.78571429
PHX,OAK,137,23.78431373
PHX,SAT,573,30.57419355
PHX,STL,1,0
PHX,OMA,25,64.38461538
PHX,ONT,1,0
PHX,IAH,158,31.1372549
PHX,BUR,30,37.44444444
PHX,AUS,32,33.33333333
PHX,LGB,1,0
ATL,IAH,169,40.29268293
ATL,DEN,57,31.6
ATL,ASE,82,23.08108108
ATL,SBN,708,37.64013841
ATL,ORD,935,46.24685139
ATL,GRB,94,33.02325581
ATL,CID,140,39.52857143
ATL,FWA,710,39.29710145
ATL,PIA,20,36.27777778
ATL,CHA,32,23.9375
ATL,ATW,4,2
ATL,XNA,123,24.55769231
ATL,FAR,11,32.83333333
ATL,TUL,1,15
ATL,BTR,1,6
ATL,CHO,102,24.14545455
ATL,LEX,3,39
ATL,RAP,6,9
ATL,CAE,9,41.85714286
ATL,AGS,11,1.666666667
EKO,SLC,426,30.14666667
HYS,DEN,458,29.87654321
DVL,JMS,204,26.25316456
DVL,DEN,178,35.57894737
ASE,DEN,915,42.88983051
ASE,ORD,496,40.88571429
ASE,LAX,483,35.66203704
ASE,IAH,319,37.1147541
ASE,SFO,160,44.6779661
ASE,ATL,81,33.33333333
ASE,MSP,12,38.6
BUR,SFO,1271,46.41263158
BUR,DEN,498,42.6025641
BUR,PDX,768,33.22666667
BUR,SLC,662,19.225
BUR,PHX,30,28.92307692
SEA,PDX,1183,28.2585752
SEA,PSP,95,32.12121212
SEA,FAT,725,25.69551282
SEA,SJC,910,26.25352113
SEA,LAS,738,26.4341637
SEA,PHX,945,28.53703704
SEA,OMA,273,30.625
SEA,DEN,126,37.03508772
SEA,LAX,382,27.8556701
SEA,SBA,389,32.35877863
SEA,LGB,8,16.25
SEA,SLC,512,25.61904762
SEA,COS,267,20.0962963
SEA,GEG,1346,32.5199005
SEA,JAC,12,100.25
SEA,BZN,65,75.4
SEA,HDN,38,48.78571429
SEA,SAN,16,4
SEA,SFO,234,23.71428571
SEA,ONT,371,31.13483146
SEA,TUS,12,52.33333333
SEA,BOI,682,35.31088083
SEA,SMF,356,24.46043165
SEA,KTN,113,24.47619048
SEA,SIT,112,21.72916667
SEA,MKE,92,12.53333333
SEA,OKC,91,26.375
SEA,OAK,39,10.2
SEA,JNU,27,15.5
RKS,DEN,508,46.32432432
RKS,SLC,28,17
RKS,GCC,27,15.66666667
LAX,SLC,1751,31.27756654
LAX,CLD,626,29.00492611
LAX,SMF,2584,28.76219512
LAX,SAN,4183,27.0779523
LAX,SAT,718,32.6369637
LAX,TUS,1436,29.37712519
LAX,JAC,201,28.79746835
LAX,ASE,484,24.88602941
LAX,BZN,125,30.66176471
LAX,AUS,596,28.33207547
LAX,BOI,549,34.9123506
LAX,ELP,296,17.8245614
LAX,MRY,1262,33.426
LAX,RNO,933,29.24761905
LAX,COS,520,27.65882353
LAX,ABQ,814,26.22651934
LAX,FAT,1864,31.51800847
LAX,DFW,503,30.24497992
LAX,SEA,387,23.67039106
LAX,LAS,628,31.64184397
LAX,PSP,656,24.03333333
LAX,SJC,2660,28.60542432
LAX,MSP,512,29.46153846
LAX,SBA,1202,28.55973451
LAX,SAF,222,24.29473684
LAX,SBP,1105,28.94923858
LAX,OAK,1733,34.11445783
LAX,PHX,1754,31.89839572
LAX,EUG,502,28.4744186
LAX,SMX,246,23.16666667
LAX,HDN,48,44.19230769
LAX,ICT,57,35.83783784
LAX,RDM,237,22.86516854
LAX,MCI,1,0
LAX,OKC,257,32.86956522
LAX,GEG,96,31.46666667
LAX,DEN,4,25
LAX,PDX,18,34.1
LAX,MTJ,24,42
LAX,SFO,440,30.24858757
IMT,RHI,228,35.24137931
IMT,MSP,270,36.27419355
ORF,ORD,251,32.30578512
ORF,IAH,132,43.4084507
BRD,MSP,479,25.20238095
BRD,INL,2,0
BTM,SLC,534,29.72222222
STL,SFO,318,32.58474576
STL,DEN,89,36.45945946
STL,ORD,324,50.60571429
STL,MSP,105,20.69230769
STL,SLC,128,12.92105263
STL,PHX,1,48
STL,CVG,48,22.15384615
STL,IAH,23,72.8
STL,MCI,0,0
STL,DTW,5,45.5
STL,PDX,90,5.285714286
IAH,MIA,84,35.94029851
IAH,AUS,488,29.03043478
IAH,ASE,318,30.24347826
IAH,ONT,445,30.13157895
IAH,PSP,171,30.546875
IAH,BFL,410,40.47333333
IAH,BZN,14,29.75
IAH,IND,57,34.88461538
IAH,JAC,24,27.1
IAH,OMA,190,32.14893617
IAH,SAT,551,38.98996656
IAH,TUS,517,36.16935484
IAH,ELP,184,31.25510204
IAH,MEM,326,29.96808511
IAH,GRR,193,21.72357724
IAH,CVG,362,29.90338164
IAH,PIT,58,27.54761905
IAH,DAL,4,46
IAH,RDU,94,17.39622642
IAH,PHX,199,32.04854369
IAH,DTW,384,27.00485437
IAH,BHM,322,29.11282051
IAH,BOI,265,36.08888889
IAH,COS,412,39.80841121
IAH,MKE,313,30.48170732
IAH,ATL,91,24.19148936
IAH,SLC,936,33.5148248
IAH,TUL,137,39.55555556
IAH,CLE,63,20.23255814
IAH,DFW,592,35.47750865
IAH,MSY,230,37.31034483
IAH,MFE,342,40.01081081
IAH,MSP,401,26.29139073
IAH,MCI,127,33.80555556
IAH,ORD,22,29.46153846
IAH,OKC,92,29.0212766
IAH,ICT,137,34.81428571
IAH,ORF,142,28.89010989
IAH,CLT,71,22.88888889
IAH,PBI,71,24.70454545
IAH,DSM,81,26.25490196
IAH,ABQ,266,40.02898551
IAH,BNA,255,33.83766234
IAH,IAD,14,54.75
IAH,MAF,217,27.14141414
IAH,HDN,2,0
IAH,MTJ,50,22.39285714
IAH,CMH,84,30.45652174
IAH,STL,21,29
IAH,RNO,5,12.66666667
IAH,GUC,44,32.60714286
IAH,CHS,224,26.35761589
IAH,RSW,33,23.04545455
IAH,JAX,137,36.16666667
IAH,CAE,23,32.35294118
IAH,DCA,14,24.44444444
IAH,PIA,1,18
IAH,XNA,3,9
IAH,VPS,59,30.08571429
IAH,SDF,16,12
IAH,LIT,139,35.76
IAH,SHV,80,22.41666667
IAH,SAV,10,18.2
IAH,RAP,13,15.66666667
IAH,LFT,54,23.26086957
IAH,CRP,84,19.84615385
IAH,BRO,12,58.25
DCA,ORD,1154,45.38021978
DCA,IAH,10,45.33333333
PIH,SLC,542,25.04516129
SUN,SLC,515,22.03508772
SUN,DEN,100,52.3902439
SUN,SFO,143,48.62295082
LWS,SLC,474,12.32307692
LAS,LAX,850,32.31670823
LAS,SLC,240,27.36170213
LAS,SFO,204,30.23287671
LAS,SEA,729,38.78787879
LAS,DEN,32,63.55555556
VEL,SLC,200,61.17391304
MCI,SFO,452,28.16201117
MCI,ORD,377,45.10828025
MCI,PHX,23,13.4375
MCI,LAX,1,0
MCI,DEN,113,35.3974359
MCI,IAH,58,43.11111111
MCI,SLC,93,11.52631579
MCI,DTW,31,20.84615385
MCI,MSP,63,14
MCI,CVG,20,15.2
MCI,DLH,1,50
YUM,PHX,1520,26.08143939
FLG,PHX,1315,26.00555556
FCA,DEN,632,27.84693878
FCA,SLC,644,22.04347826
FCA,ORD,125,40.1754386
FCA,MSP,22,2
FCA,MSO,1,148
AVL,ORD,629,40.06060606
DTW,DEN,38,21.36363636
DTW,APN,449,46.50458716
DTW,LAN,149,55.41935484
DTW,DFW,3,7.5
DTW,GRR,179,34
DTW,ESC,451,41.80165289
DTW,CIU,482,35.97765363
DTW,IAH,418,36.87878788
DTW,PLN,612,40.27906977
DTW,DSM,47,40.1
DTW,CVG,183,34.59375
DTW,SBN,930,44.09152542
DTW,ORD,691,37.34782609
DTW,MKE,642,27.74074074
DTW,IAD,127,47.96774194
DTW,GRB,125,37.47272727
DTW,OMA,75,62.25806452
DTW,MBS,221,29.76237624
DTW,CID,137,45.81481481
DTW,CLE,8,27
DTW,IND,18,17.9
DTW,BNA,39,25.11111111
DTW,CMH,76,24.52173913
DTW,MSN,187,40.32876712
DTW,MCI,31,32.30769231
DTW,DAY,238,42.09195402
DTW,AZO,108,39.9
DTW,CAK,2,87.5
DTW,CLT,5,25
DTW,ATW,213,36.56338028
DTW,TVC,128,43.925
DTW,BWI,1,0
DTW,EVV,47,22.16
DTW,FWA,641,37.02083333
DTW,CHA,10,52.66666667
DTW,MDW,85,20.07317073
DTW,BDL,13,162
DTW,AUS,3,18.66666667
DTW,SAT,2,75
DTW,PIA,1,54
DTW,STL,6,35.75
DTW,TYS,23,61.07692308
DTW,ABE,51,21.25
DTW,BHM,15,16.71428571
DTW,MDT,15,3
DTW,MSP,1,3
DTW,LEX,71,18.16129032
DTW,MSY,17,25
DTW,TUL,11,47
DTW,OKC,20,83.75
DTW,MLI,23,76
JMS,DEN,221,44.27160494
JMS,DVL,390,31.99259259
ABQ,SFO,269,45.14814815
ABQ,SLC,612,22.57608696
ABQ,PHX,505,16.46551724
ABQ,LAX,813,34.75577558
ABQ,DEN,262,32.31034483
ABQ,IAH,321,32.27205882
ABQ,ORD,42,52.35294118
CHO,ORD,648,59.11152416
CHO,ATL,100,35.725
GJT,PHX,796,19.43478261
GJT,DEN,338,39.17647059
GJT,SLC,505,19.95098039
GJT,ASE,0,0
TUL,SLC,238,31.50819672
TUL,IAH,123,35.36666667
TUL,MSP,322,22.52849741
TUL,DEN,393,37.85416667
TUL,ORD,108,41.11904762
TUL,ATL,1,0
TUL,DTW,10,35
RDU,IAH,116,31.75510204
RDU,ORD,10,34.25
RDU,CVG,1,0
RDU,DEN,34,10.8
PIA,DEN,4,24
PIA,ORD,162,38.43956044
PIA,ATL,19,42.55555556
PIA,DTW,1,21
PIA,MSP,3,0
PIA,IAH,1,7
MSO,DEN,409,29.34193548
MSO,SLC,701,18.23529412
MSO,BTM,0,0
MSO,MSP,6,6
MSO,ORD,2,10
MSO,SFO,45,67.5625
MLI,DEN,162,38.37735849
MLI,ORD,193,29.57894737
MLI,MSP,59,14.28125
MLI,DTW,1,3
MBS,ORD,974,47.12671233
MBS,DTW,224,34.49411765
MBS,MSP,46,45.52941176
GFK,MSP,489,24.52513966
BIL,SLC,585,19.12686567
BIL,DEN,309,36.65909091
BIL,MSP,6,1
BIL,COD,0,0
BIL,ORD,8,11.75
SGF,DEN,420,27.23076923
SGF,ORD,172,44.42708333
SGF,HYS,0,0
GRR,DEN,192,26.22680412
GRR,DTW,249,38.13580247
GRR,ORD,89,30.26415094
GRR,IAH,30,27.35
GRR,CVG,131,29.625
GRR,MSP,203,38.57971014
GRR,ATL,8,6
PUB,DEN,253,31.65517241
RHI,MSP,538,25.01807229
RHI,IMT,230,34.54166667
SBN,ATL,724,34.99275362
SBN,MSP,467,29.46666667
SBN,ORD,650,51.89323843
SBN,DTW,915,40.62883436
SBN,COS,1,53
SBN,CVG,0,0
SBN,IAH,1,0
CDC,SLC,467,27.91603053
DSM,DEN,571,42.57021277
DSM,MSP,162,26.5
DSM,ORD,174,41.12328767
DSM,SLC,27,37.5
DSM,DTW,19,75.2
DSM,IAH,119,37.61538462
BZN,LAX,125,33.33928571
BZN,DEN,215,34.70588235
BZN,SFO,167,45.55555556
BZN,SLC,614,15.76315789
BZN,IAH,15,43.6
BZN,SEA,64,98.66666667
BZN,ORD,24,19.28571429
BZN,MSP,10,14.83333333
BZN,PDX,115,37
CVG,DTW,227,26.23
CVG,ORD,915,44.14508929
CVG,DEN,440,30.84466019
CVG,BNA,258,35.27058824
CVG,MKE,297,34.66129032
CVG,MSP,250,40.58928571
CVG,IAH,366,39.52083333
CVG,GRR,131,20.34
CVG,STL,48,60.88888889
CVG,MSN,30,18.76470588
CVG,CLT,75,42.31818182
CVG,MEM,35,43.75
CVG,MCI,20,11.4
CVG,XNA,113,17.24528302
CVG,DFW,2,27
CVG,PIT,1,5
CVG,BDL,4,0
CVG,RDU,1,0
MMH,SFO,122,36.7826087
MMH,DEN,8,21.5
APN,DTW,448,44.85365854
LGB,SLC,1020,26.20851064
LGB,SEA,8,25.66666667
LGB,PHX,1,3
LAN,DTW,148,58.28813559
LAN,MSP,381,33.50684932
GEG,SLC,386,27.87619048
GEG,SEA,1347,31.26482213
GEG,LAX,96,23.97368421
GEG,MSP,3,41
GEG,DEN,59,14.80952381
CEC,SFO,173,60.72881356
ICT,ORD,987,47.88516746
ICT,DEN,359,34.65034965
ICT,LAX,57,28.3
ICT,MSP,468,28.66321244
ICT,IAH,124,43.375
TVC,ORD,141,28.68333333
TVC,DTW,129,42.82051282
TVC,MSP,60,21.51515152
IND,ORD,110,49.39583333
IND,IAH,102,44.56862745
IND,DEN,103,24.72727273
IND,DTW,14,53.25
IND,MSP,41,22.44444444
FWA,ORD,814,48.86486486
FWA,ATL,719,35.86545455
FWA,DTW,629,39.38372093
FWA,MSP,226,48.30392157
CNY,SLC,205,22.75
DIK,MSP,533,32.17142857
MIA,IAH,84,41.98333333
MIA,ORD,86,34.40909091
CLE,IAH,56,24.42857143
CLE,MSP,69,43.59259259
CLE,DEN,9,26
CLE,DTW,39,21.66666667
CLE,BDL,53,33.93103448
CLE,ORD,74,25.64
ELP,LAX,295,23.48979592
ELP,PHX,196,17.17460317
ELP,IAH,193,39.76344086
ELP,DEN,462,26.8089172
MKG,ORD,505,42.26984127
JAC,LAX,205,40.82474227
JAC,SFO,150,31.32758621
JAC,IAH,24,50.9
JAC,SLC,289,44.925
JAC,DEN,361,35.04929577
JAC,SEA,13,105
JAC,ORD,1,109
SGU,DEN,478,35.63522013
SGU,SLC,962,21.12757202
GRB,MSP,567,36.29411765
GRB,ATL,94,51.76923077
GRB,DTW,126,36.6744186
GRB,ORD,169,28.85576923
SAF,LAX,218,37.5
MEM,ORD,238,33.84313725
MEM,IAH,285,36.92424242
MEM,DEN,260,30.4496124
MEM,MSP,3,10
MEM,CVG,35,39.70588235
MEM,DTW,2,6
MEM,SLC,13,89.5
LIT,DEN,374,40.89051095
LIT,ORD,105,17.85365854
LIT,IAH,139,35
BHM,IAH,210,26.60869565
BHM,ORD,229,35.56140351
BHM,DEN,163,34.88235294
BHM,DTW,14,16.33333333
HDN,LAX,48,66.08333333
HDN,ORD,23,46.38461538
HDN,SFO,10,7
HDN,SEA,38,46.11764706
HDN,IAH,2,6
HDN,DEN,53,25.65217391
PIT,IAH,48,35.71875
PIT,ORD,245,41.26470588
PIT,MSP,51,19.33333333
PIT,CVG,1,7
PIT,DEN,16,36.3
AMA,DEN,443,32.82142857
LNK,ORD,71,58.69230769
LNK,DEN,551,31.23312883
LNK,MSP,231,21.78217822
MDW,MSP,85,35.33333333
MDW,DTW,115,25.20689655
MDW,SLC,57,16.14285714
DAY,MSP,495,28.73188406
DAY,ORD,282,32.78832117
DAY,DTW,234,26.41176471
DAY,DEN,69,39.125
IAD,DTW,125,35.1509434
IAD,IAH,3,0
IAD,ORD,11,33.5
IAD,MSP,46,33.71428571
BOS,ORD,242,30.95041322
BOS,MSN,1,0
ALB,ORD,40,70.92857143
MSY,IAH,179,50.06349206
MSY,ORD,135,44.6875
MSY,SLC,141,11.5483871
MSY,DEN,37,33.63157895
MSY,DTW,17,34.75
MFE,IAH,340,55.536
OTH,SFO,207,43.41935484
OTH,DEN,26,25.27272727
CMH,MSP,198,29.70909091
CMH,DTW,39,52.08333333
CMH,DEN,120,45.07692308
CMH,ORD,223,41.82
CMH,IAH,125,37.38461538
CWA,MSP,1,0
CWA,ORD,34,41
LEX,ORD,164,50.578125
LEX,MSP,52,18.76315789
LEX,DTW,71,28.57894737
LEX,ATL,3,40.66666667
ATW,MSP,318,23.07042254
ATW,ORD,212,46.27777778
ATW,DTW,199,26.7755102
ATW,ATL,4,0
GUC,ORD,15,28.11111111
GUC,IAH,44,7.888888889
GUC,DEN,95,58.72916667
LGA,ORD,73,27
SYR,ORD,67,33.94444444
XNA,MSP,356,26.01111111
XNA,ORD,148,52.33333333
XNA,DEN,195,29.3125
XNA,ATL,123,26.37931034
XNA,CVG,117,31.04444444
XNA,IAH,3,0
XNA,SLC,1,0
AZO,MSP,84,22.15789474
AZO,DTW,110,41.12765957
BMI,MSP,50,35.02777778
CLT,CVG,75,27.54545455
CLT,IAH,103,53.66037736
CLT,DTW,5,22
CLT,ORD,255,46.45751634
CLT,MSP,1,31
CLT,DEN,35,54.22727273
BDL,CLE,53,32.25
BDL,DTW,12,50
BDL,MSP,1,23
BDL,ORD,369,42.14534884
BDL,CVG,5,13.66666667
LSE,MSP,324,31.86956522
SDF,DEN,19,32.30769231
SDF,ORD,134,37.69117647
SDF,MSP,75,28.30232558
SDF,IAH,13,49.66666667
PBI,IAH,71,25.73333333
FNT,MSP,394,24.64383562
RST,MSP,36,42.375
CAK,DTW,2,161
CAK,ORD,36,37.4375
BUF,ORD,70,31.55172414
CHS,ORD,380,38.37914692
CHS,IAH,43,31.56
CHS,OKC,1,70
BWI,DTW,1,143
EVV,DTW,46,31
PHL,MSP,1,0
PHL,ORD,3,91.33333333
CHA,ATL,26,37.73333333
CHA,DTW,14,33.2
EWR,MSP,2,303.5
TYS,DTW,23,82
ABE,ATL,50,19.63636364
RSW,IAH,34,30.6
RSW,ORD,8,13.83333333
JAX,ORD,133,48.82105263
JAX,IAH,8,34
CAE,ORD,1,0
CAE,IAH,23,58.90909091
CAE,ATL,9,42.11111111
PVD,ORD,30,10.57142857
KTN,SEA,114,33.07142857
SIT,SEA,112,11.27586207
BTR,ATL,1,0
WYS,SLC,208,18.03448276
VPS,IAH,59,32.33333333
LBB,DEN,224,32.13483146
SHV,IAH,113,34.60869565
SHV,DEN,80,24.6
MDT,DTW,15,50.57142857
SAV,IAH,13,80.16666667
SAV,ORD,15,46
RIC,ORD,40,33
LFT,IAH,55,20.27272727
CRP,IAH,82,39.94444444
AGS,ATL,11,8.571428571
JNU,SEA,27,49.56521739
BRO,IAH,11,43
MKE,IAH,395,41.47058824
MKE,EWR,844,38.67584098
MKE,CLE,630,27.75496689
MKE,DTW,41,65.85714286
MKE,MCO,2,3
MKE,MSP,5,10.5
MKE,ORD,2,14
MKE,LGA,197,39.51351351
BRO,IAH,1054,31.13422819
BRO,DFW,733,47.69512195
VPS,ATL,292,33.19130435
VPS,IAH,683,41.57004831
VPS,DFW,947,43.52654867
BNA,ATL,25,36.75
BNA,ORD,297,29.69166667
BNA,DEN,130,27.63043478
BNA,IAH,738,38.2398374
BNA,EWR,931,41.00323625
BNA,IAD,32,14.6
BNA,LGA,229,38.78709677
BNA,DTW,151,29.13513514
BNA,MCO,6,75
BNA,MOB,1,33
BNA,MSP,2,27
SBN,ORD,236,56.42857143
SBN,DTW,156,45.98039216
SBN,EWR,255,46.60294118
SBN,ATL,167,47
SBN,MSP,4,10
CRP,IAH,1668,33.96601073
CRP,DFW,668,45.10734463
CRP,HRL,0,0
PIA,DTW,290,40.35955056
PIA,ATL,697,37.06354515
PIA,ORD,654,44.18852459
PIA,IAH,198,39.58333333
PIA,DFW,99,43.83783784
ORD,DTW,261,37.31914894
ORD,IAD,56,30.83333333
ORD,RIC,523,35.94954128
ORD,BTV,318,41.01324503
ORD,CHS,528,32.4537037
ORD,MSY,53,23.42857143
ORD,PNS,200,23.9
ORD,OKC,217,36.06382979
ORD,PIT,102,47.9787234
ORD,GRB,1006,31.12239583
ORD,ATW,946,27.03835616
ORD,BUF,284,29.98214286
ORD,CMH,267,33.01785714
ORD,SBN,233,42.73913043
ORD,JAX,170,29.67142857
ORD,IND,595,33.87336245
ORD,MCI,594,36.16326531
ORD,SDF,331,35.73484848
ORD,CLE,822,46.34615385
ORD,DAY,837,33.7165109
ORD,CLT,756,38.31336406
ORD,JAN,472,38.29943503
ORD,FSD,745,27.69602273
ORD,MLI,383,30.72903226
ORD,OMA,252,31.82954545
ORD,RAP,84,48.16666667
ORD,FAR,802,33.14772727
ORD,LNK,871,29.87569061
ORD,MEM,736,30.91014493
ORD,LAN,708,34.19172932
ORD,CRW,439,38.17318436
ORD,ERI,501,29.35545024
ORD,BHM,624,34.27906977
ORD,ORF,332,28.54794521
ORD,CAK,927,32.8603352
ORD,MHT,393,37.03030303
ORD,FNT,708,34.71363636
ORD,LEX,751,33.55272727
ORD,TVC,418,35.43670886
ORD,SAV,671,34.33561644
ORD,PVD,236,33.42028986
ORD,CWA,484,39.63876652
ORD,HPN,657,34.78076923
ORD,HSV,146,41.11538462
ORD,ELM,476,30.23275862
ORD,SYR,325,33.85815603
ORD,CAE,468,35.44672131
ORD,AVP,404,31.52263374
ORD,SCE,523,34.91864407
ORD,TYS,1219,41.8869258
ORD,DSM,404,37.16071429
ORD,ICT,717,26.2996633
ORD,LIT,544,39.57391304
ORD,SGF,528,26.76623377
ORD,XNA,466,29.77386935
ORD,CID,417,28.16
ORD,MOB,222,39.71717172
ORD,MSN,693,32.515625
ORD,BNA,348,38.72142857
ORD,ABE,519,33.67741935
ORD,GSO,364,28.66666667
ORD,BWI,59,28.94444444
ORD,BDL,145,29.14035088
ORD,ROC,256,19.08974359
ORD,GRR,487,27.59444444
ORD,CVG,676,29.64041096
ORD,COS,60,24.9047619
ORD,GSP,637,27.49270073
ORD,MSP,63,36.62068966
ORD,PWM,257,32.82517483
ORD,TUL,647,33.95522388
ORD,STL,312,24.11111111
ORD,ATL,24,55.25
ORD,PHL,11,20
ORD,PIA,656,34.29777778
ORD,MDT,168,25.49122807
ORD,ROA,611,30.04181185
ORD,ALB,113,24.57777778
ORD,EWR,1,0
ORD,RDU,88,32.37037037
ORD,EVV,339,42.11578947
ORD,BIL,38,28.80769231
ATL,IAD,162,37.41071429
ATL,MOB,1429,27.80135823
ATL,ROA,880,29.40993789
ATL,AGS,1304,28.55060729
ATL,MGM,1779,32.78892216
ATL,ECP,118,38.296875
ATL,MSN,153,41.55932203
ATL,HPN,1518,34.51581843
ATL,LEX,1103,30.11838791
ATL,GSO,697,35.12772586
ATL,EVV,517,28.74731183
ATL,XNA,731,26.71568627
ATL,CAE,1350,31.11821705
ATL,LFT,697,26.50359712
ATL,MYR,513,24.1092437
ATL,GSP,652,30.77731092
ATL,GRK,485,41.44761905
ATL,FAY,937,28.93224932
ATL,ILM,1033,26.31212121
ATL,IAH,281,30.14018692
ATL,CID,614,33.20938628
ATL,BMI,731,33.88861985
ATL,TUL,406,19.8056872
ATL,GNV,1526,28.72913817
ATL,JAN,309,33.87931034
ATL,AVL,988,25.96901408
ATL,TLH,674,37.56603774
ATL,SGF,772,30.53035144
ATL,BTR,1761,35.89619377
ATL,TRI,1216,28.11510791
ATL,AEX,994,31.48894349
ATL,CRW,766,29.26797386
ATL,GPT,256,28.37634409
ATL,VPS,290,31.07407407
ATL,GTR,754,35.54771784
ATL,MLU,973,32.2
ATL,OAJ,918,29.64418605
ATL,ABE,489,29.40552995
ATL,DAL,38,10.6
ATL,ABY,709,32.75268817
ATL,PHF,942,29.49479167
ATL,DFW,17,24.72727273
ATL,SHV,1410,31.95419847
ATL,DHN,1017,30.88169014
ATL,VLD,755,27.609375
ATL,MLI,637,33.03399433
ATL,MDT,46,37.35294118
ATL,BQK,704,33.35
ATL,PIA,703,22.15789474
ATL,CHA,1548,29.45218801
ATL,EWN,457,27.73809524
ATL,BTV,182,31.14414414
ATL,MBS,15,75
ATL,CLE,43,28.5625
ATL,EYW,305,44.24657534
ATL,FAR,16,32.85714286
ATL,HSV,561,28.55744681
ATL,SCE,28,26.85714286
ATL,RAP,9,42.33333333
ATL,LNK,263,38.53097345
ATL,CSG,883,31.94707521
ATL,AZO,19,37.66666667
ATL,LAN,13,29.83333333
ATL,ELM,3,137.5
ATL,FSD,170,39.46666667
ATL,RIC,2,13
ATL,FSM,549,32.76679842
ATL,ORF,4,93
ATL,OMA,248,21.45192308
ATL,TYS,679,25.02430556
ATL,CHO,393,29.59444444
ATL,SDF,37,33.61538462
ATL,LIT,30,10.91666667
ATL,GRB,233,38.99107143
ATL,RST,268,29.75280899
ATL,DSM,4,21.5
ATL,ATW,76,26.96774194
ATL,FWA,128,25.04166667
ATL,BOS,2,57.5
ATL,OKC,212,24
ATL,STL,2,0
ATL,BNA,25,30.35294118
ATL,ICT,106,39.75510204
ATL,GRR,10,18.66666667
ATL,BHM,107,33.76315789
ATL,EWR,88,36
ATL,CHS,2,6.5
ATL,SYR,24,12.38461538
ATL,SAV,2,53
ATL,ORD,36,29.38095238
ATL,ALB,106,34.55769231
ATL,PVD,26,25.75
ATL,AVP,198,33.98333333
ATL,CAK,38,12.54545455
ATL,BDL,4,0
ATL,SBN,174,32.82089552
ATL,BUF,2,5
ATL,CVG,2,4
ATL,FNT,24,42.55555556
ATL,HOU,419,34.87431694
ATL,MLB,44,42.2173913
ATL,TVC,33,24.70588235
ATL,PNS,3,13.33333333
ATL,DTW,2,0
ATL,MEM,1,0
JAX,EWR,627,37.63241107
JAX,IAD,13,18.8
JAX,ORD,185,35.43243243
JAX,IAH,484,43.6097561
JAX,DTW,59,56.6
JAX,LGA,87,45.44680851
JAX,BOS,27,46.0625
JAX,MSP,133,55.46428571
CHS,EWR,961,44.41025641
CHS,IAH,422,31.86060606
CHS,ORD,341,39.26923077
CHS,LGA,93,49.8
CHS,IAD,4,31.25
CHS,ATL,2,7
CHS,DTW,190,44.09259259
CHS,CLE,11,0
MCI,IAH,1089,30.0626506
MCI,ORD,594,34.75418994
MCI,IAD,5,17
MCI,EWR,576,40.79425837
MCI,DTW,170,28.59259259
MCI,MSP,9,30.66666667
MCI,DEN,36,34.85
MCI,LGA,334,43.16935484
MCI,MCO,5,24.5
MCI,CVG,17,11.8
MCI,LNK,1,53
MCI,AUS,0,0
BDL,IAD,78,68.56666667
BDL,ORD,119,31.84313725
BDL,EWR,348,47.57798165
BDL,DTW,163,48.25
BDL,MCO,32,66.46153846
BDL,MSP,82,44.33333333
BDL,RDU,176,41.76190476
BDL,CVG,6,11.5
BDL,CLE,75,41.97142857
BDL,ATL,3,0
RIC,IAH,417,52.02259887
RIC,ORD,473,36.22072072
RIC,IAD,35,96.8
RIC,EWR,795,37.43642612
RIC,ATL,2,0
RIC,MSP,262,38.94573643
RIC,LGA,782,51.10025707
RIC,DTW,681,43.78504673
